Numero,Nombre,Tipo,Correo_electronico,Telefono,Razon_Social,Tipo_Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Fecha_donacion,Importe,Nro_Cuenta,Pais
D00113,Proyecto Gubernamental,Estado,proyectogubernamental@mail.com,59855509219,GOB,Exento,29-75196406-1,2022-01-21,,SI,Mensual,2024-07-21,609063,404100,Uruguay
D00113,Proyecto Gubernamental,Estado,proyectogubernamental@mail.com,59855509219,GOB,Exento,29-75196406-1,2022-01-21,,SI,Mensual,2024-08-23,740873,404100,Uruguay
D00113,Proyecto Gubernamental,Estado,proyectogubernamental@mail.com,59855509219,GOB,Exento,29-75196406-1,2022-01-21,,SI,Mensual,2024-09-01,508753,404100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-01-22,193728,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-02-23,139844,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-03-22,45549,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-04-24,87788,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-05-22,57471,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-06-23,40464,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-07-22,190604,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-08-23,197183,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-09-22,46112,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-10-23,132359,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-11-22,180459,405100,Uruguay
D00114,Latinoamerica Crece,Estado,latinoamerica_crece@example.com,59855509219,GOB,Exento,27-75193456-1,2020-01-21,2021-12-25,NO,Mensual,2021-12-23,113088,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2020-12-25,180488,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2021-02-10,79065,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2021-04-07,184185,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2021-06-19,65000,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2021-08-05,181635,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2021-10-22,66423,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2021-12-15,123625,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2022-02-03,89993,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2022-04-21,11747,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2022-06-09,43728,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2022-08-26,108254,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2022-10-14,53331,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2022-12-01,156418,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-01-19,172159,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-03-06,196425,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-05-22,43469,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-07-10,31692,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-09-25,92066,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-11-13,121690,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2023-12-30,87280,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2024-02-17,85785,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2024-04-04,149833,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2024-05-22,86746,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2024-07-10,66711,405100,Brasil
D00115,Mercado Popular,Campaña,mercadopopular@example.com,5555509219,SAS,Monotributista,24-34193456-2,2020-12-22,,SI,Bimestral,2024-08-28,40287,405100,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2018-12-23,72299,403103,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2019-10-23,63458,403103,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2020-11-15,173463,403103,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2021-05-12,42590,403103,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2022-12-23,58332,403103,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2023-10-23,185679,403103,Perú
D00116,Universidad del Sur,Empresa,universidadds@mail.com,5155509220,SA,Responsable Inscripto,29-38793456-3,2018-12-23,,SI,Anual,2024-06-01,43675,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-01-24,387885,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-02-24,540813,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-03-24,274968,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-04-24,276867,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-05-24,460149,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-06-24,247913,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-07-24,565616,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-08-24,219966,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-09-24,264022,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-10-24,354871,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-11-24,244865,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2020-12-24,325793,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-01-24,399685,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-02-24,486131,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-03-24,455211,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-04-24,334904,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-05-24,268278,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-06-24,486280,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-07-24,335920,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-08-24,581841,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-09-24,294729,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-10-24,545689,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-11-24,347660,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2021-12-24,416591,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-01-24,572610,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-02-24,317989,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-03-24,477604,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-04-24,484857,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-05-24,299187,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-06-24,361284,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-07-24,375092,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-08-24,378265,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-09-24,398047,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-10-24,529570,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-11-24,572356,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2022-12-24,280450,403103,Uruguay
D00117,Automoviles Full,Empresa,afull@mail.com,59855509221,SA,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,NO,Mensual,2023-01-24,233279,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2023-01-25,329609,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2023-03-10,280069,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2023-05-18,258235,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2023-07-07,371932,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2023-09-22,488646,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2023-11-14,243430,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2024-01-03,435348,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2024-03-19,540812,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2024-05-12,515890,403103,Venezuela
D00120,Supermercado Vegano SRL,Empresa,supermercadovegano@mail.com,5855509222,SA,Responsable Inscripto,34-01712356-5,2023-01-25,,SI,Bimestral,2024-07-28,593821,403103,Chile
D00121,Ministerio de Acción Comunitaria,Estado,accióncomunitaria@mail.com,5655509223,GOB,Exento,34-01712356-6,2018-01-26,,Si,Anual,2018-01-26,243823,404100,Chile
D00121,Ministerio de Acción Comunitaria,Estado,accióncomunitaria@mail.com,5655509223,GOB,Exento,34-01712356-6,2018-01-26,,Si,Anual,2019-03-15,272276,404100,Chile
D00121,Ministerio de Acción Comunitaria,Estado,accióncomunitaria@mail.com,5655509223,GOB,Exento,34-01712356-6,2018-01-26,,Si,Anual,2020-06-04,205153,404100,Chile
D00121,Ministerio de Acción Comunitaria,Estado,accióncomunitaria@mail.com,5655509223,GOB,Exento,34-01712356-6,2018-01-26,,Si,Anual,2021-08-22,218438,404100,Chile
D00121,Ministerio de Acción Comunitaria,Estado,accióncomunitaria@mail.com,5655509223,GOB,Exento,34-01712356-6,2018-01-26,,Si,Anual,2022-11-11,135999,404100,Chile
D00121,Ministerio de Acción Comunitaria,Estado,accióncomunitaria@mail.com,5655509223,GOB,Exento,34-01712356-6,2018-01-26,,Si,Anual,2023-12-30,190938,404100,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2018-01-03,66227,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2018-07-15,55300,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2019-01-08,84760,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2019-07-23,16137,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2020-01-12,18448,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2020-07-05,75788,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2021-01-18,24378,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2021-07-27,61986,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2022-01-22,82997,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2022-07-14,30913,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2023-01-07,92208,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2023-07-19,93637,403103,Bolivia
D00122,El Parque SRL,Empresa,parque@mail.com,59155509224,SRL,Responsable Inscripto,24-78912356-7,2018-01-01,,SI,Semestral,2024-01-02,16927,403103,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-01-02,1121873,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-02-15,220940,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-03-07,570809,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-04-22,408684,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-05-10,451106,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-06-28,442684,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-07-05,404537,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-08-19,374870,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-09-12,496721,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-10-26,455378,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-11-03,329454,405100,Bolivia
D00123,Merendero Solidario,ONG,solidario@mail.com,59155509225,GOB,Monotributista,24-72582356-8,2021-01-02,,SI,Mensual,2021-12-21,492165,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-02-01,221969,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-03-14,293230,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-04-09,568883,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-05-22,470187,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-06-07,347778,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-07-18,295364,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-08-03,250149,405100,Argentina
D00124,Soluciones VerdeVida,ONG,ana.solis@verdevida.com,5491112345678,ONG,Monotributista,20-12345678-9,2024-02-01,,SI,Mensual,2024-09-01,473575,405100,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-02-02,35115,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-03-18,43290,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-04-07,60901,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-05-24,92342,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-06-10,17892,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-07-28,63032,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-08-15,29556,403103,Brasil
D00125,Innovación Global S.A.,Empresa,carlos.martinez@innovacionglobal.com,552198765432,SA,Responsable Inscripto,27-23456789-1,2024-02-02,,SI,Mensual,2024-09-05,42628,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-02-03,64959,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-03-17,45976,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-04-08,173308,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-05-23,225900,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-06-12,244932,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-07-30,506437,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-08-15,234530,403103,Chile
D00126,Empresas FuturoBrillante,Empresa,laura.perez@futurobrillante.com,56987654321,SAS,Responsable Inscripto,30-34567890-2,2024-02-03,,SI,Mensual,2024-09-05,531085,403103,México
D00127,Horizonte Ecológico,ONG,juan.rodriguez@horizonteecologico.com,525512345678,ONG,Monotributista,23-45678901-3,2024-01-04,,SI,Mensual,2024-01-04,487746,405100,México
D00127,Horizonte Ecológico,ONG,juan.rodriguez@horizonteecologico.com,525512345678,ONG,Monotributista,23-45678901-3,2024-01-04,,SI,Mensual,2024-02-18,459222,405100,México
D00127,Horizonte Ecológico,ONG,juan.rodriguez@horizonteecologico.com,525512345678,ONG,Monotributista,23-45678901-3,2024-01-04,,SI,Mensual,2024-03-07,232185,405100,México
D00127,Horizonte Ecológico,ONG,juan.rodriguez@horizonteecologico.com,525512345678,ONG,Monotributista,23-45678901-3,2024-01-04,,SI,Mensual,2024-04-22,351798,405100,México
